"","X","Index","Month","YearValue","num_obs","num_weighted_obs","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"897",897,0,908,2017.363126,469732,338769.09,"0","908","2017.3631260","469732","338769.09","31.58","82.66","31.59","37.55","82.71","37.53","41.75","35.82"
"898",898,0,909,2017.390293,466615,336652.31,"0","909","2017.3902930","466615","336652.31","28.60","81.85","31.30","34.54","81.86","37.24","41.57","35.64"
"899",899,0,910,2017.417459,464233,335448,"0","910","2017.4174590","464233","335448.00","31.61","83.79","31.36","37.52","83.79","37.30","41.57","35.63"
"900",900,0,911,2017.444625,461526,333684.91,"0","911","2017.4446250","461526","333684.91","31.70","82.94","31.73","37.64","83.04","37.68","41.68","35.73"
"901",901,0,912,2017.471791,463435,335381.09,"0","912","2017.4717910","463435","335381.09","32.12","82.31","32.35","38.05","82.73","38.30","41.81","35.87"
"902",902,0,913,2017.498957,460691,334767.41,"0","913","2017.4989570","460691","334767.41","32.44","83.21","33.23","38.42","83.88","39.19","42.00","36.05"
"903",903,0,914,2017.526123,461194,336191,"0","914","2017.5261230","461194","336191.00","32.91","82.15","34.40","38.89","82.71","40.37","42.29","36.33"
"904",904,0,915,2017.553289,455267,333537.81,"0","915","2017.5532890","455267","333537.81","34.93","81.25","35.81","40.92","81.63","41.80","42.68","36.69"
"905",905,0,916,2017.580456,450870,332325,"0","916","2017.5804560","450870","332325.00","39.54","83.10","37.31","45.52","83.56","43.31","43.05","37.05"
"906",906,0,917,2017.607622,451011,331749.31,"0","917","2017.6076220","451011","331749.31","38.96","82.85","38.74","44.98","83.37","44.75","43.32","37.31"
"907",907,0,918,2017.634788,448302,331949.81,"0","918","2017.6347880","448302","331949.81","39.23","85.06","40.01","45.26","85.74","46.03","43.47","37.46"
"908",908,0,919,2017.661954,444207,329775.69,"0","919","2017.6619540","444207","329775.69","41.37","85.74","41.05","47.38","86.50","47.08","43.51","37.49"
"909",909,0,920,2017.68912,448023,333028.41,"0","920","2017.6891200","448023","333028.41","43.69","86.45","41.79","49.74","87.09","47.83","43.42","37.39"
"910",910,0,921,2017.716286,449820,334448.81,"0","921","2017.7162860","449820","334448.81","44.13","86.32","42.15","50.18","86.89","48.20","43.18","37.14"
"911",911,0,922,2017.743453,447866,332651.41,"0","922","2017.7434530","447866","332651.41","41.23","86.76","42.23","47.29","87.37","48.28","42.91","36.86"
"912",912,0,923,2017.770619,451315,334680.19,"0","923","2017.7706190","451315","334680.19","41.36","88.11","42.24","47.39","88.59","48.29","42.83","36.79"
"913",913,0,924,2017.797785,447960,332646,"0","924","2017.7977850","447960","332646.00","41.89","88.28","42.36","47.96","88.80","48.41","43.12","37.08"
"914",914,0,925,2017.824951,450913,333076.59,"0","925","2017.8249510","450913","333076.59","42.17","87.62","42.60","48.21","88.05","48.65","43.77","37.72"
"915",915,0,926,2017.852117,454665,334991.5,"0","926","2017.8521170","454665","334991.50","44.09","85.78","42.84","50.14","86.34","48.89","44.60","38.55"
"916",916,0,927,2017.879283,461695,336917,"0","927","2017.8792830","461695","336917.00","42.96","85.53","42.87","48.99","85.94","48.92","45.35","39.29"
"917",917,0,928,2017.906449,465602,337837.59,"0","928","2017.9064490","465602","337837.59","44.37","86.09","42.52","50.41","86.47","48.57","45.79","39.73"
"918",918,0,929,2017.933616,464313,336112.09,"0","929","2017.9336160","464313","336112.09","42.68","85.63","41.74","48.75","85.92","47.80","45.83","39.76"
"919",919,0,930,2017.960782,468242,338800.5,"0","930","2017.9607820","468242","338800.50","41.85","85.17","40.64","47.91","85.44","46.70","45.50","39.43"
"920",920,0,931,2017.987948,470352,339605.09,"0","931","2017.9879480","470352","339605.09","37.61","84.01","39.49","43.68","84.37","45.55","45.05","38.97"
"921",921,0,932,2018.015114,467719,337518.5,"0","932","2018.0151140","467719","337518.50","36.71","83.69","38.56","42.77","84.06","44.63","44.72","38.64"
"922",922,0,933,2018.04228,468321,338623.31,"0","933","2018.0422800","468321","338623.31","37.31","82.24","37.95","43.37","82.50","44.03","44.62","38.52"
"923",923,0,934,2018.069446,472091,340255.09,"0","934","2018.0694460","472091","340255.09","38.21","83.12","37.53","44.29","83.22","43.61","44.59","38.50"
"924",924,0,935,2018.096613,466736,337233.5,"0","935","2018.0966130","466736","337233.50","39.38","85.07","37.09","45.49","85.10","43.18","44.47","38.37"
"925",925,0,936,2018.123779,466522,336968.81,"0","936","2018.1237790","466522","336968.81","36.00","85.54","36.62","42.09","85.62","42.72","44.27","38.17"
"926",926,0,937,2018.150945,466616,336887.59,"0","937","2018.1509450","466616","336887.59","32.66","84.52","36.21","38.77","84.50","42.32","44.12","38.00"
"927",927,0,938,2018.178111,467049,336958.91,"0","938","2018.1781110","467049","336958.91","37.27","85.00","35.89","43.38","84.77","42.02","44.06","37.93"
"928",928,0,939,2018.205277,468552,337981.91,"0","939","2018.2052770","468552","337981.91","37.84","85.78","35.57","43.97","85.46","41.70","44.02","37.89"
"929",929,0,940,2018.232443,468057,337708.81,"0","940","2018.2324430","468057","337708.81","35.06","84.83","35.15","41.23","84.54","41.29","43.93","37.79"
"930",930,0,941,2018.259609,464951,334155.19,"0","941","2018.2596090","464951","334155.19","32.72","84.89","34.69","38.88","84.54","40.85","43.84","37.68"
"931",931,0,942,2018.286776,466453,336886.31,"0","942","2018.2867760","466453","336886.31","34.57","84.30","34.35","40.72","84.13","40.51","43.87","37.72"
"932",932,0,943,2018.313942,468199,337303.69,"0","943","2018.3139420","468199","337303.69","33.92","82.77","34.18","40.10","82.57","40.36","44.09","37.91"
"933",933,0,944,2018.341108,467928,337036,"0","944","2018.3411080","467928","337036.00","34.08","80.71","34.19","40.27","80.49","40.38","44.42","38.23"
"934",934,0,945,2018.368274,464598,334452.19,"0","945","2018.3682740","464598","334452.19","33.67","80.32","34.35","39.87","80.24","40.54","44.80","38.61"
"935",935,0,946,2018.39544,468403,337420.41,"0","946","2018.3954400","468403","337420.41","34.24","79.90","34.61","40.43","79.86","40.80","45.13","38.95"
"936",936,0,947,2018.422606,464525,335632,"0","947","2018.4226060","464525","335632.00","35.94","80.43","34.94","42.15","80.20","41.14","45.37","39.18"
"937",937,0,948,2018.449772,464273,335952.41,"0","948","2018.4497720","464273","335952.41","35.29","80.30","35.37","41.48","80.20","41.57","45.49","39.30"
"938",938,0,949,2018.476939,461798,335448.91,"0","949","2018.4769390","461798","335448.91","34.18","79.88","35.99","40.42","80.10","42.20","45.60","39.39"
"939",939,0,950,2018.504105,460539,336251.5,"0","950","2018.5041050","460539","336251.50","35.57","79.14","36.87","41.78","79.46","43.08","45.74","39.53"
"940",940,0,951,2018.531271,451680,331845.31,"0","951","2018.5312710","451680","331845.31","38.58","80.80","37.97","44.76","80.96","44.18","45.91","39.71"
"941",941,0,952,2018.558437,449916,331104.41,"0","952","2018.5584370","449916","331104.41","40.60","83.56","39.15","46.78","83.77","45.37","46.04","39.82"
"942",942,0,953,2018.585603,450097,332714.31,"0","953","2018.5856030","450097","332714.31","39.41","83.62","40.37","45.64","83.78","46.60","46.11","39.89"
"943",943,0,954,2018.612769,449745,332946.59,"0","954","2018.6127690","449745","332946.59","41.01","86.70","41.68","47.27","87.13","47.92","46.27","40.04"
"944",944,0,955,2018.639936,446789,332029.59,"0","955","2018.6399360","446789","332029.59","42.25","86.57","43.15","48.52","87.23","49.41","46.65","40.40"
"945",945,0,956,2018.667102,445733,331781.5,"0","956","2018.6671020","445733","331781.50","44.46","87.03","44.74","50.74","87.64","51.00","47.25","41.00"
"946",946,0,957,2018.694268,444503,330499.31,"0","957","2018.6942680","444503","330499.31","48.13","90.65","46.25","54.40","91.15","52.52","47.98","41.72"
"947",947,0,958,2018.721434,445839,331170.69,"0","958","2018.7214340","445839","331170.69","47.61","90.48","47.46","53.89","91.05","53.73","48.62","42.36"
"948",948,0,959,2018.7486,444024,329393.59,"0","959","2018.7486000","444024","329393.59","50.82","92.06","48.23","57.09","92.67","54.50","49.09","42.83"
"949",949,0,960,2018.775766,446385,330285.81,"0","960","2018.7757660","446385","330285.81","48.08","92.70","48.52","54.37","93.29","54.80","49.35","43.08"
"950",950,0,961,2018.802932,452144,331894,"0","961","2018.8029320","452144","331894.00","48.61","92.93","48.35","54.89","93.35","54.63","49.40","43.13"
"951",951,0,962,2018.830099,453681,332779.41,"0","962","2018.8300990","453681","332779.41","50.25","94.23","47.74","56.53","94.72","54.01","49.23","42.96"
"952",952,0,963,2018.857265,458869,335074,"0","963","2018.8572650","458869","335074.00","47.49","94.26","46.74","53.75","94.79","53.02","48.86","42.57"
"953",953,0,964,2018.884431,458162,333620.5,"0","964","2018.8844310","458162","333620.50","44.91","92.60","45.56","51.19","93.11","51.84","48.41","42.13"
"954",954,0,965,2018.911597,460437,333918.19,"0","965","2018.9115970","460437","333918.19","42.51","91.61","44.43","48.79","91.96","50.71","48.08","41.80"
"955",955,0,966,2018.938763,464787,336638.5,"0","966","2018.9387630","464787","336638.50","43.70","88.76","43.55","49.98","89.04","49.84","48.02","41.72"
"956",956,0,967,2018.965929,468555,337677.5,"0","967","2018.9659290","468555","337677.50","42.73","86.92","43.01","49.02","87.05","49.31","48.25","41.94"
"957",957,0,968,2018.993096,470487,338524.59,"0","968","2018.9930960","470487","338524.59","41.71","85.75","42.82","48.02","85.71","49.12","48.74","42.43"
"958",958,0,969,2019.020262,467262,336502.5,"0","969","2019.0202620","467262","336502.50","40.44","86.27","42.90","46.76","86.33","49.21","49.41","43.08"
"959",959,0,970,2019.047428,469252,338261.09,"0","970","2019.0474280","469252","338261.09","46.30","86.00","43.13","52.62","86.09","49.45","50.12","43.79"
"960",960,0,971,2019.074594,465811,335779.81,"0","971","2019.0745940","465811","335779.81","42.73","85.55","43.31","49.05","85.53","49.63","50.67","44.34"
"961",961,0,972,2019.10176,468309,337506.19,"0","972","2019.1017600","468309","337506.19","44.30","86.46","43.38","50.63","86.30","49.71","51.06","44.72"
"962",962,0,973,2019.128926,465734,335490.41,"0","973","2019.1289260","465734","335490.41","42.43","86.80","43.40","48.77","86.61","49.74","51.34","44.99"
"963",963,0,974,2019.156092,86625,62710.1,"0","974","2019.1560920","86625","62710.10","42.53","89.47","43.42","48.83","89.29","49.78","51.62","45.25"
"964",964,0,975,2019.183259,353465,254428.91,"0","975","2019.1832590","353465","254428.91","43.88","87.95","43.40","50.31","87.79","49.77","51.86","45.49"
"965",965,0,976,2019.210425,466597,336460.31,"0","976","2019.2104250","466597","336460.31","45.82","87.88","43.21","52.19","87.69","49.60","51.98","45.59"
"966",966,0,977,2019.237591,463426,334129.31,"0","977","2019.2375910","463426","334129.31","42.98","88.21","42.84","49.37","88.14","49.25","51.95","45.54"
"967",967,0,978,2019.264757,210066,152217.7,"0","978","2019.2647570","210066","152217.70","41.01","87.03","42.47","47.50","86.94","48.88","51.94","45.53"
"968",968,0,979,2019.291923,465728,334892.41,"0","979","2019.2919230","465728","334892.41","39.57","86.34","42.30","45.95","86.16","48.72","52.15","45.74"
"969",969,0,980,2019.319089,465922,336287.19,"0","980","2019.3190890","465922","336287.19","43.22","87.17","42.37","49.63","86.98","48.79","52.58","46.16"
"970",970,0,981,2019.346256,461821,334092.41,"0","981","2019.3462560","461821","334092.41","44.33","86.37","42.53","50.79","86.19","48.96","53.05","46.62"
"971",971,0,982,2019.373422,462517,333469.31,"0","982","2019.3734220","462517","333469.31","42.71","84.18","42.66","49.17","84.01","49.10","53.38","46.95"
"972",972,0,983,2019.400588,465636,334679.5,"0","983","2019.4005880","465636","334679.50","41.59","83.35","42.81","48.03","83.28","49.25","53.58","47.14"
"973",973,0,984,2019.427754,465637,336885.81,"0","984","2019.4277540","465637","336885.81","41.67","83.17","43.12","48.10","83.35","49.55","53.74","47.31"
"974",974,0,985,2019.45492,464541,335878,"0","985","2019.4549200","464541","335878.00","44.25","82.25","43.65","50.66","82.43","50.08","53.92","47.49"
"975",975,0,986,2019.482086,459315,333938.5,"0","986","2019.4820860","459315","333938.50","44.24","82.53","44.38","50.64","82.60","50.81","54.08","47.66"
"976",976,0,987,2019.509252,456448,332348.81,"0","987","2019.5092520","456448","332348.81","44.60","82.19","45.28","51.04","82.40","51.71","54.21","47.78"
"977",977,0,988,2019.536419,453732,331605.5,"0","988","2019.5364190","453732","331605.50","46.53","83.55","46.38","52.97","83.92","52.82","54.36","47.93"
"978",978,0,989,2019.563585,453760,332424.31,"0","989","2019.5635850","453760","332424.31","46.23","84.41","47.76","52.69","85.06","54.21","54.66","48.22"
"979",979,0,990,2019.590751,452183,333310.31,"0","990","2019.5907510","452183","333310.31","47.82","83.54","49.39","54.30","84.12","55.85","55.14","48.69"
"980",980,0,991,2019.617917,450215,332093.5,"0","991","2019.6179170","450215","332093.50","52.55","84.65","51.10","59.01","85.18","57.57","55.70","49.24"
"981",981,0,992,2019.645083,450764,332335.09,"0","992","2019.6450830","450764","332335.09","54.65","87.92","52.60","61.12","88.49","59.07","56.11","49.65"
"982",982,0,993,2019.672249,447706,330364.09,"0","993","2019.6722490","447706","330364.09","53.99","89.40","53.65","60.45","89.88","60.12","56.21","49.75"
"983",983,0,994,2019.699415,448722,331775.41,"0","994","2019.6994150","448722","331775.41","55.95","91.79","54.13","62.41","92.32","60.61","55.94","49.47"
"984",984,0,995,2019.726582,448526,331471.69,"0","995","2019.7265820","448526","331471.69","55.48","90.84","54.11","61.96","91.40","60.60","55.41","48.93"
"985",985,0,996,2019.753748,447550,330152.91,"0","996","2019.7537480","447550","330152.91","52.61","91.76","53.77","59.12","92.36","60.27","54.83","48.34"
"986",986,0,997,2019.780914,449376,331131.41,"0","997","2019.7809140","449376","331131.41","53.77","92.20","53.32","60.31","92.72","59.84","54.42","47.90"
"987",987,0,998,2019.80808,449416,330484.69,"0","998","2019.8080800","449416","330484.69","52.41","91.71","52.94","58.92","92.42","59.46","54.30","47.78"
"988",988,0,999,2019.835246,455208,333951.09,"0","999","2019.8352460","455208","333951.09","51.00","91.96","52.67","57.55","92.70","59.19","54.51","47.99"
"989",989,0,1000,2019.862412,455628,333083.69,"0","1000","2019.8624120","455628","333083.69","54.10","91.70","52.43","60.62","92.33","58.96","54.93","48.40"
"990",990,0,1001,2019.889579,461553,335437.31,"0","1001","2019.8895790","461553","335437.31","52.82","92.66","52.04","59.36","93.10","58.57","55.29","48.76"
"991",991,0,1002,2019.916745,462991,335063.5,"0","1002","2019.9167450","462991","335063.50","51.61","91.82","51.37","58.15","92.30","57.90","55.43","48.89"
"992",992,0,1003,2019.943911,466251,336364.19,"0","1003","2019.9439110","466251","336364.19","52.01","90.92","50.34","58.52","91.34","56.88","55.21","48.66"
"993",993,0,1004,2019.971077,468569,337347.69,"0","1004","2019.9710770","468569","337347.69","48.77","90.27","49.02","55.29","90.59","55.56","54.63","48.08"
"994",994,0,1005,2019.998243,467823,337023.31,"0","1005","2019.9982430","467823","337023.31","48.12","87.63","47.54","54.68","87.71","54.09","53.83","47.26"
"995",995,0,1006,2020.02534,465591,336736.19,"0","1006","2020.0253400","465591","336736.19","45.33","87.79","46.11","51.88","87.97","52.67","52.96","46.39"
"996",996,0,1007,2020.052432,466049,336368.31,"0","1007","2020.0524320","466049","336368.31","43.15","88.00","44.95","49.70","88.15","51.54","52.28","45.68"
"997",997,0,1008,2020.079524,279885,201847.5,"0","1008","2020.0795240","279885","201847.50","44.73","86.54","44.26","51.32","86.51","50.88","51.98","45.35"
"998",998,0,1009,2020.106616,51547,36435.4,"0","1009","2020.1066160","51547","36435.40","39.43","87.62","44.13","46.24","87.67","50.76","52.15","45.51"
"999",999,0,1010,2020.133708,463894,335905.81,"0","1010","2020.1337080","463894","335905.81","45.91","87.09","44.41","52.48","87.06","51.04","52.68","46.05"
"1000",1000,0,1011,2020.1608,466111,335951.19,"0","1011","2020.1608000","466111","335951.19","45.47","87.09","44.80","52.08","87.04","51.43","53.31","46.68"
"1001",1001,0,1012,2020.187891,466207,335941.41,"0","1012","2020.1878910","466207","335941.41","47.61","87.73","45.00","54.23","87.55","51.63","53.77","47.13"
"1002",1002,0,1013,2020.214983,464568,335138.59,"0","1013","2020.2149830","464568","335138.59","44.04","88.88","44.87","50.66","88.71","51.50","53.93","47.30"
"1003",1003,0,1014,2020.242075,466323,336191,"0","1014","2020.2420750","466323","336191.00","44.84","88.74","44.53","51.48","88.49","51.17","53.93","47.29"
"1004",1004,0,1015,2020.269167,464024,334431.5,"0","1015","2020.2691670","464024","334431.50","44.13","87.25","44.18","50.79","87.10","50.82","53.94","47.30"
"1005",1005,0,1016,2020.296259,467523,335617.41,"0","1016","2020.2962590","467523","335617.41","42.18","85.75","43.98","48.83","85.54","50.63","54.12","47.48"
"1006",1006,0,1017,2020.323351,467014,335849.91,"0","1017","2020.3233510","467014","335849.91","43.33","84.17","43.95","49.98","83.97","50.60","54.44","47.80"
"1007",1007,0,1018,2020.350443,468162,336503.69,"0","1018","2020.3504430","468162","336503.69","45.63","85.98","43.97","52.30","85.61","50.64","54.77","48.10"
"1008",1008,0,1019,2020.377535,467781,337660.09,"0","1019","2020.3775350","467781","337660.09","45.03","84.76","43.93","51.68","84.49","50.60","54.90","48.23"
"1009",1009,0,1020,2020.404627,463622,335394.41,"0","1020","2020.4046270","463622","335394.41","42.52","85.85","43.83","49.21","85.67","50.52","54.84","48.15"
"1010",1010,0,1021,2020.431719,466254,336934.59,"0","1021","2020.4317190","466254","336934.59","43.78","84.26","43.84","50.47","84.18","50.54","54.69","48.00"
"1011",1011,0,1022,2020.458811,304395,220295.2,"0","1022","2020.4588110","304395","220295.20","42.08","82.73","44.12","48.84","82.74","50.83","54.60","47.90"
"1012",1012,0,1023,2020.485903,462408,336158.41,"0","1023","2020.4859030","462408","336158.41","44.50","82.74","44.74","51.20","82.93","51.45","54.62","47.92"
"1013",1013,0,1024,2020.512995,456705,333880.81,"0","1024","2020.5129950","456705","333880.81","45.66","81.33","45.61","52.35","81.57","52.32","54.69","47.99"
"1014",1014,0,1025,2020.540087,458077,334301.31,"0","1025","2020.5400870","458077","334301.31","46.80","82.50","46.60","53.51","82.70","53.31","54.71","48.01"
"1015",1015,0,1026,2020.567178,455668,333999.5,"0","1026","2020.5671780","455668","333999.50","47.59","83.97","47.60","54.30","84.27","54.32","54.62","47.91"
"1016",1016,0,1027,2020.59427,455227,334817.81,"0","1027","2020.5942700","455227","334817.81","49.43","85.79","48.62","56.17","86.30","55.35","54.49","47.77"
"1017",1017,0,1028,2020.621362,448502,331103.19,"0","1028","2020.6213620","448502","331103.19","47.90","84.79","49.69","54.63","85.10","56.42","54.41","47.69"
"1018",1018,0,1029,2020.648454,446505,330803.09,"0","1029","2020.6484540","446505","330803.09","50.69","86.46","50.80","57.45","86.76","57.54","54.45","47.72"
"1019",1019,0,1030,2020.675546,448161,331355,"0","1030","2020.6755460","448161","331355.00","53.15","88.79","51.87","59.88","89.05","58.61","54.59","47.86"
"1020",1020,0,1031,2020.702638,442983,329513.91,"0","1031","2020.7026380","442983","329513.91","53.94","88.29","52.76","60.67","88.64","59.51","54.77","48.02"
"1021",1021,0,1032,2020.72973,447580,332291,"0","1032","2020.7297300","447580","332291.00","52.92","88.46","53.40","59.71","88.76","60.15","54.92","48.18"
"1022",1022,0,1033,2020.756822,450972,333527.19,"0","1033","2020.7568220","450972","333527.19","54.54","90.09","53.76","61.29","90.38","60.52","55.07","48.32"
"1023",1023,0,1034,2020.783914,448871,332073.69,"0","1034","2020.7839140","448871","332073.69","54.75","90.09","53.85","61.50","90.48","60.62","55.22","48.45"
"1024",1024,0,1035,2020.811006,389979,287722.81,"0","1035","2020.8110060","389979","287722.81","53.27","91.01","53.63","59.99","91.48","60.41","55.29","48.52"
"1025",1025,0,1036,2020.838098,422538,312028.69,"0","1036","2020.8380980","422538","312028.69","55.35","90.87","53.06","62.20","91.35","59.84","55.22","48.44"
"1026",1026,0,1037,2020.86519,456156,334995.91,"0","1037","2020.8651900","456156","334995.91","53.34","89.36","52.18","60.12","89.66","58.97","55.01","48.22"
"1027",1027,0,1038,2020.892282,458606,336509,"0","1038","2020.8922820","458606","336509.00","48.88","88.78","51.18","55.68","89.08","57.97","54.77","47.98"
"1028",1028,0,1039,2020.919374,461385,336195.19,"0","1039","2020.9193740","461385","336195.19","50.42","87.19","50.30","57.20","87.35","57.08","54.69","47.90"
"1029",1029,0,1040,2020.946465,463623,336209.59,"0","1040","2020.9464650","463623","336209.59","48.37","85.75","49.70","55.14","85.88","56.48","54.88","48.09"
"1030",1030,0,1041,2020.973557,468028,337891.19,"0","1041","2020.9735570","468028","337891.19","48.96","85.02","49.40","55.75","85.26","56.19","55.33","48.53"
"1031",1031,0,1042,2021.000651,464986,336156.19,"0","1042","2021.0006510","464986","336156.19","48.89","86.09","49.30","55.69","86.45","56.10","55.89","49.08"
"1032",1032,0,1043,2021.027817,468515,337427.59,"0","1043","2021.0278170","468515","337427.59","50.11","84.80","49.18","56.92","84.90","55.98","56.32","49.51"
"1033",1033,0,1044,2021.054983,468471,337493.69,"0","1044","2021.0549830","468471","337493.69","50.01","85.32","48.84","56.82","85.27","55.65","56.43","49.61"
"1034",1034,0,1045,2021.08215,467877,337836.31,"0","1045","2021.0821500","467877","337836.31","49.73","86.92","48.21","56.53","86.72","55.02","56.15","49.33"
"1035",1035,0,1046,2021.109316,462866,334156.41,"0","1046","2021.1093160","462866","334156.41","46.80","87.83","47.39","53.62","87.58","54.22","55.64","48.80"
"1036",1036,0,1047,2021.136482,465337,335567.81,"0","1047","2021.1364820","465337","335567.81","45.29","87.20","46.67","52.12","86.95","53.51","55.18","48.33"
"1037",1037,0,1048,2021.163648,467959,337557,"0","1048","2021.1636480","467959","337557.00","44.57","87.37","46.31","51.43","87.08","53.16","55.07","48.21"
"1038",1038,0,1049,2021.190814,466271,335802.5,"0","1049","2021.1908140","466271","335802.50","45.58","86.61","46.39","52.46","86.16","53.25","55.42","48.55"
"1039",1039,0,1050,2021.21798,466752,336370.19,"0","1050","2021.2179800","466752","336370.19","46.13","86.21","46.77","52.99","85.71","53.64","56.10","49.23"
"1040",1040,0,1051,2021.245146,467346,337255.41,"0","1051","2021.2451460","467346","337255.41","49.05","87.07","47.18","55.95","86.58","54.05","56.85","49.98"
"1041",1041,0,1052,2021.272313,464069,334789.69,"0","1052","2021.2723130","464069","334789.69","48.61","86.61","47.36","55.49","86.22","54.24","57.40","50.53"
"1042",1042,0,1053,2021.299479,447210,322836,"0","1053","2021.2994790","447210","322836.00","47.97","85.77","47.27","54.84","85.52","54.16","57.70","50.81"
"1043",1043,0,1054,2021.326645,463285,333251.31,"0","1054","2021.3266450","463285","333251.31","45.56","83.95","47.04","52.46","83.72","53.94","57.82","50.92"
"1044",1044,0,1055,2021.353811,463469,334930.69,"0","1055","2021.3538110","463469","334930.69","46.14","84.79","46.81","53.05","84.55","53.72","57.87","50.97"
"1045",1045,0,1056,2021.380977,467758,338043.41,"0","1056","2021.3809770","467758","338043.41","47.84","85.21","46.69","54.76","84.95","53.60","57.91","51.01"
"1046",1046,0,1057,2021.408143,466325,337368.69,"0","1057","2021.4081430","466325","337368.69","46.66","83.47","46.70","53.59","83.23","53.63","57.94","51.01"
"1047",1047,0,1058,2021.43531,463240,335462.81,"0","1058","2021.4353100","463240","335462.81","44.45","82.26","46.93","51.40","82.04","53.88","57.99","51.05"
"1048",1048,0,1059,2021.462476,461262,335068.19,"0","1059","2021.4624760","461262","335068.19","47.73","81.64","47.45","54.67","81.68","54.40","58.10","51.16"
"1049",1049,0,1060,2021.489642,459241,333999.5,"0","1060","2021.4896420","459241","333999.50","47.53","81.88","48.27","54.47","82.16","55.23","58.31","51.35"
"1050",1050,0,1061,2021.516808,455757,334999.59,"0","1061","2021.5168080","455757","334999.59","49.79","82.08","49.36","56.81","82.45","56.33","58.58","51.61"
"1051",1051,0,1062,2021.543974,453391,333563,"0","1062","2021.5439740","453391","333563.00","48.77","84.23","50.68","55.74","84.34","57.65","58.90","51.93"
"1052",1052,0,1063,2021.57114,450614,332403.5,"0","1063","2021.5711400","450614","332403.50","52.27","87.87","52.10","59.21","88.03","59.08","59.21","52.24"
"1053",1053,0,1064,2021.598306,448408,331974.69,"0","1064","2021.5983060","448408","331974.69","54.69","87.52","53.49","61.68","87.78","60.48","59.45","52.46"
"1054",1054,0,1065,2021.625473,442099,328107.09,"0","1065","2021.6254730","442099","328107.09","56.92","85.28","54.72","63.91","85.44","61.71","59.53","52.55"
"1055",1055,0,1066,2021.652639,440819,327567.41,"0","1066","2021.6526390","440819","327567.41","53.51","85.73","55.76","60.52","86.07","62.77","59.53","52.53"
"1056",1056,0,1067,2021.679805,440618,328039.31,"0","1067","2021.6798050","440618","328039.31","56.57","87.74","56.69","63.61","88.07","63.70","59.55","52.55"
"1057",1057,0,1068,2021.706971,449777,334301.91,"0","1068","2021.7069710","449777","334301.91","59.52","87.60","57.49","66.52","87.98","64.49","59.65","52.66"
"1058",1058,0,1069,2021.734137,451041,333743.5,"0","1069","2021.7341370","451041","333743.50","58.00","89.81","58.08","64.99","90.36","65.09","59.81","52.81"
"1059",1059,0,1070,2021.761303,450665,333107.19,"0","1070","2021.7613030","450665","333107.19","58.81","91.50","58.37","65.82","92.01","65.38","59.92","52.92"
"1060",1060,0,1071,2021.788469,449838,332384.31,"0","1071","2021.7884690","449838","332384.31","59.09","92.68","58.28","66.10","93.29","65.30","59.93","52.91"
"1061",1061,0,1072,2021.815636,450468,332258.41,"0","1072","2021.8156360","450468","332258.41","60.11","91.32","57.82","67.15","91.92","64.84","59.80","52.78"
"1062",1062,0,1073,2021.842802,456093,335562.19,"0","1073","2021.8428020","456093","335562.19","57.18","89.73","57.08","64.20","90.10","64.11","59.60","52.57"
"1063",1063,0,1074,2021.869968,458073,336028.69,"0","1074","2021.8699680","458073","336028.69","53.70","90.46","56.25","60.73","90.83","63.28","59.45","52.42"
"1064",1064,0,1075,2021.897134,463488,337532.81,"0","1075","2021.8971340","463488","337532.81","55.36","89.98","55.47","62.40","90.25","62.50","59.44","52.41"
"1065",1065,0,1076,2021.9243,465513,338073.59,"0","1076","2021.9243000","465513","338073.59","57.39","90.35","54.75","64.44","90.52","61.79","59.54","52.49"
"1066",1066,0,1077,2021.951466,466618,337911.09,"0","1077","2021.9514660","466618","337911.09","52.95","90.07","54.13","59.98","90.17","61.16","59.70","52.66"
"1067",1067,0,1078,2021.978633,470166,338049.81,"0","1078","2021.9786330","470166","338049.81","51.37","86.95","53.68","58.38","87.12","60.71","59.98","52.94"
"1068",1068,0,1079,2022.005799,467145,337701.09,"0","1079","2022.0057990","467145","337701.09","53.03","86.34","53.45","60.03","86.51","60.47","60.37","53.34"
"1069",1069,0,1080,2022.032965,466005,336049,"0","1080","2022.0329650","466005","336049.00","54.49","86.10","53.30","61.52","86.19","60.33","60.76","53.72"
"1070",1070,0,1081,2022.060131,464492,334644.91,"0","1081","2022.0601310","464492","334644.91","54.44","84.64","53.00","61.47","84.64","60.04","60.90","53.84"
"1071",1071,0,1082,2022.087297,466325,336605.59,"0","1082","2022.0872970","466325","336605.59","52.60","85.10","52.37","59.67","85.12","59.42","60.61","53.55"
"1072",1072,0,1083,2022.114463,464907,336385.59,"0","1083","2022.1144630","464907","336385.59","53.33","84.13","51.44","60.39","83.93","58.50","59.97","52.90"
"1073",1073,0,1084,2022.141629,463681,335856,"0","1084","2022.1416290","463681","335856.00","49.21","86.44","50.46","56.28","86.47","57.52","59.23","52.17"
"1074",1074,0,1085,2022.168796,468902,339470.59,"0","1085","2022.1687960","468902","339470.59","46.58","87.87","49.72","53.65","87.85","56.80","58.76","51.67"
"1075",1075,0,1086,2022.195962,463558,335227.81,"0","1086","2022.1959620","463558","335227.81","49.50","86.98","49.41","56.56","86.81","56.50","58.72","51.63"
