"","X","Index","Month","YearValue","num_obs","num_weighted_obs","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"1",1,0,12,1993.038692,459563,333609.59,"0","11","1993.0115260","466881","338409.69","-37.91","89.01","-37.67","-37.90","89.01","-37.66","-37.64","-37.66"
"2",2,0,13,1993.065858,402996,292736.5,"0","12","1993.0386920","459563","333609.59","-40.95","89.95","-39.07","-40.94","89.95","-39.06","-38.53","-38.55"
"3",3,0,14,1993.093025,462894,336670.31,"0","13","1993.0658580","402996","292736.50","-41.09","86.90","-39.11","-41.07","86.90","-39.09","-38.16","-38.19"
"4",4,0,15,1993.120191,460498,332486.09,"0","14","1993.0930250","462894","336670.31","-43.38","88.73","-39.40","-43.36","88.73","-39.38","-38.12","-38.16"
"5",5,0,16,1993.147357,415229,300489.59,"0","15","1993.1201910","460498","332486.09","-38.66","89.87","-38.51","-38.63","89.87","-38.48","-36.96","-37.00"
"6",6,0,17,1993.174523,470588,340262.31,"0","16","1993.1473570","415229","300489.59","-35.75","89.54","-37.37","-35.71","89.54","-37.33","-35.57","-35.61"
"7",7,0,18,1993.201689,469308,339210.91,"0","17","1993.1745230","470588","340262.31","-34.13","87.56","-36.41","-34.09","87.56","-36.37","-34.36","-34.41"
"8",8,0,19,1993.228855,464654,335581.31,"0","18","1993.2016890","469308","339210.91","-34.79","88.49","-35.87","-34.74","88.48","-35.82","-33.54","-33.59"
"9",9,999,20,1993.256021,450755,327812.59,"0","19","1993.2288550","464654","335581.31","-35.91","87.78","-35.75","-35.85","87.78","-35.69","-33.10","-33.16"
"10",10,0,21,1993.283188,467062,337673.91,"999","20","1993.2560210","450755","327812.59","-38.21","95.18","-35.85","-38.15","95.17","-35.79","-32.85","-32.91"
"11",11,0,22,1993.310354,472295,341114.91,"0","21","1993.2831880","467062","337673.91","-38.16","87.20","-36.01","-38.09","87.20","-35.94","-32.63","-32.69"
"12",12,0,23,1993.33752,469212,340206.81,"0","22","1993.3103540","472295","341114.91","-33.80","86.35","-36.21","-33.72","86.34","-36.13","-32.45","-32.53"
"13",13,0,24,1993.364686,471421,340656.59,"0","23","1993.3375200","469212","340206.81","-35.02","85.72","-36.49","-34.93","85.71","-36.40","-32.40","-32.48"
"14",14,0,25,1993.391852,472424,340986.5,"0","24","1993.3646860","471421","340656.59","-37.97","85.90","-36.57","-37.88","85.90","-36.48","-32.25","-32.33"
"15",15,0,26,1993.419018,472277,341267.19,"0","25","1993.3918520","472424","340986.50","-38.80","84.84","-36.74","-38.71","84.84","-36.64","-32.31","-32.40"
"16",16,0,27,1993.446185,469214,339717.31,"0","26","1993.4190180","472277","341267.19","-38.31","84.77","-36.06","-38.21","84.77","-35.96","-31.70","-31.80"
"17",17,0,28,1993.473351,433670,315057.31,"0","27","1993.4461850","469214","339717.31","-35.89","85.00","-35.45","-35.78","85.00","-35.35","-31.37","-31.47"
"18",18,0,29,1993.500517,465358,340186.5,"0","28","1993.4733510","433670","315057.31","-32.30","83.26","-34.48","-32.19","83.25","-34.37","-30.89","-31.00"
"19",19,0,30,1993.527683,461887,337891.81,"0","29","1993.5005170","465358","340186.50","-32.44","82.44","-33.63","-32.32","82.43","-33.51","-30.74","-30.86"
"20",20,999,31,1993.554849,248043,185244.8,"0","30","1993.5276830","461887","337891.81","-32.35","84.15","-32.99","-32.22","84.16","-32.86","-31.00","-31.12"
"21",21,0,32,1993.582015,458887,337013.91,"999","31","1993.5548490","248043","185244.80","-34.62","89.16","-32.40","-34.49","89.17","-32.26","-31.45","-31.58"
"22",22,0,33,1993.609181,427662,313966.81,"0","32","1993.5820150","458887","337013.91","-34.19","86.63","-31.61","-34.04","86.64","-31.47","-31.80","-31.93"
"23",23,0,34,1993.636348,455037,335887.81,"0","33","1993.6091810","427662","313966.81","-32.40","87.66","-30.60","-32.26","87.66","-30.45","-31.95","-32.09"
"24",24,0,35,1993.663514,453806,335852.41,"0","34","1993.6363480","455037","335887.81","-28.58","88.26","-29.56","-28.43","88.27","-29.41","-32.03","-32.17"
"25",25,0,36,1993.69068,454905,336206.69,"0","35","1993.6635140","453806","335852.41","-26.10","87.31","-28.65","-25.94","87.32","-28.49","-32.12","-32.27"
"26",26,0,37,1993.717846,411039,304372.19,"0","36","1993.6906800","454905","336206.69","-27.21","85.89","-27.99","-27.04","85.91","-27.83","-32.28","-32.43"
"27",27,0,38,1993.745012,455210,336768.31,"0","37","1993.7178460","411039","304372.19","-29.89","86.01","-27.63","-29.72","86.03","-27.45","-32.50","-32.67"
"28",28,0,39,1993.772178,453675,335532.59,"0","38","1993.7450120","455210","336768.31","-27.09","86.41","-27.17","-26.91","86.42","-26.99","-32.38","-32.55"
"29",29,0,40,1993.799345,455839,335952.41,"0","39","1993.7721780","453675","335532.59","-24.43","86.45","-26.96","-24.24","86.47","-26.77","-32.23","-32.41"
"30",30,999,41,1993.826511,448130,332835,"0","40","1993.7993450","455839","335952.41","-26.68","85.66","-27.07","-26.48","85.68","-26.88","-32.15","-32.33"
"31",31,0,42,1993.853677,463007,339321.5,"999","41","1993.8265110","448130","332835.00","-27.44","92.86","-27.56","-27.24","92.87","-27.36","-32.21","-32.41"
"32",32,0,43,1993.880843,462694,338457.41,"0","42","1993.8536770","463007","339321.50","-27.52","85.68","-28.19","-27.31","85.70","-27.98","-32.23","-32.45"
"33",33,0,44,1993.908009,451036,328310.69,"0","43","1993.8808430","462694","338457.41","-30.15","85.09","-28.59","-29.93","85.10","-28.37","-31.90","-32.12"
"34",34,0,45,1993.935175,469278,340230.09,"0","44","1993.9080090","451036","328310.69","-30.83","85.06","-28.68","-30.61","85.07","-28.45","-31.18","-31.42"
"35",35,0,46,1993.962341,471726,340721.69,"0","45","1993.9351750","469278","340230.09","-28.03","84.34","-28.66","-27.81","84.35","-28.44","-30.37","-30.60"
"36",36,0,47,1993.989508,462492,334449.81,"0","46","1993.9623410","471726","340721.69","-25.14","85.21","-28.87","-24.91","85.21","-28.64","-29.80","-30.04"
"37",37,0,48,1994.016674,473690,342222,"0","47","1993.9895080","462492","334449.81","-27.51","84.63","-29.81","-27.27","84.63","-29.57","-30.04","-30.29"
"38",38,0,49,1994.04384,467306,338170.59,"0","48","1994.0166740","473690","342222.00","-33.47","84.33","-30.38","-33.22","84.33","-30.13","-30.00","-30.27"
"39",39,0,50,1994.071006,464918,336643.41,"0","49","1994.0438400","467306","338170.59","-32.06","83.21","-31.26","-31.81","83.21","-31.00","-30.39","-30.66"
"40",40,0,51,1994.098172,470781,339876.59,"0","50","1994.0710060","464918","336643.41","-30.23","82.83","-32.02","-29.97","82.83","-31.76","-30.76","-31.03"
"41",41,0,52,1994.125338,473508,342070.59,"0","51","1994.0981720","470781","339876.59","-33.39","81.82","-32.55","-33.12","81.82","-32.28","-30.97","-31.25"
"42",42,0,53,1994.152505,473996,342584.59,"0","52","1994.1253380","473508","342070.59","-35.07","81.34","-32.76","-34.79","81.34","-32.48","-30.91","-31.20"
"43",43,0,54,1994.179671,468378,338650.09,"0","53","1994.1525050","473996","342584.59","-34.28","82.67","-32.57","-34.00","82.66","-32.29","-30.48","-30.77"
"44",44,999,55,1994.206837,370024,269158.41,"0","54","1994.1796710","468378","338650.09","-29.84","85.00","-32.03","-29.55","84.98","-31.74","-29.68","-29.98"
"45",45,0,56,1994.234003,470683,339998,"999","55","1994.2068370","370024","269158.41","-30.85","89.45","-31.38","-30.55","89.43","-31.09","-28.75","-29.05"
"46",46,0,57,1994.261169,471748,340497.81,"0","56","1994.2340030","470683","339998.00","-30.31","83.77","-31.00","-30.01","83.75","-30.70","-28.04","-28.34"
"47",47,0,58,1994.288335,471502,340161.19,"0","57","1994.2611690","471748","340497.81","-30.30","83.85","-31.07","-29.99","83.83","-30.76","-27.75","-28.06"
"48",48,0,59,1994.315501,470623,338946,"0","58","1994.2883350","471502","340161.19","-30.32","84.03","-31.76","-30.01","84.00","-31.45","-28.06","-28.37"
"49",49,0,60,1994.342668,473790,342400,"0","59","1994.3155010","470623","338946.00","-31.28","82.62","-32.31","-30.96","82.59","-31.99","-28.24","-28.56"
"50",50,0,61,1994.369834,470816,339977.5,"0","60","1994.3426680","473790","342400.00","-33.83","81.66","-33.15","-33.50","81.65","-32.82","-28.77","-29.09"
"51",51,0,62,1994.397,471121,340797.59,"0","61","1994.3698340","470816","339977.50","-35.17","82.16","-33.56","-34.84","82.16","-33.22","-28.96","-29.29"
"52",52,0,63,1994.424166,471108,340831.59,"0","62","1994.3970000","471121","340797.59","-37.19","82.19","-34.06","-36.86","82.17","-33.72","-29.39","-29.72"
"53",53,0,64,1994.451332,466586,338917,"0","63","1994.4241660","471108","340831.59","-33.33","81.14","-33.95","-32.98","81.12","-33.60","-29.38","-29.73"
"54",54,999,65,1994.478498,457711,337475.09,"0","64","1994.4513320","466586","338917.00","-30.98","81.14","-33.60","-30.62","81.13","-33.24","-29.34","-29.70"
"55",55,0,66,1994.505664,465958,340471.81,"999","65","1994.4784980","457711","337475.09","-33.62","84.96","-33.09","-33.26","84.96","-32.72","-29.36","-29.73"
"56",56,0,67,1994.532831,462304,338302.09,"0","66","1994.5056640","465958","340471.81","-36.04","80.45","-32.31","-35.67","80.46","-31.94","-29.33","-29.70"
"57",57,0,68,1994.559997,455159,335523.69,"0","67","1994.5328310","462304","338302.09","-32.28","82.86","-31.18","-31.90","82.86","-30.80","-29.13","-29.50"
"58",58,0,69,1994.587163,456894,336533.19,"0","68","1994.5599970","455159","335523.69","-30.47","84.82","-29.74","-30.09","84.83","-29.35","-28.75","-29.13"
"59",59,0,70,1994.614329,456723,337412.19,"0","69","1994.5871630","456894","336533.19","-27.13","85.72","-28.14","-26.74","85.75","-27.76","-28.31","-28.69"
"60",60,0,71,1994.641495,455308,336940.91,"0","70","1994.6143290","456723","337412.19","-26.60","86.04","-26.59","-26.21","86.07","-26.20","-27.92","-28.30"
"61",61,0,72,1994.668661,451235,335363.81,"0","71","1994.6414950","455308","336940.91","-24.50","88.41","-25.57","-24.10","88.43","-25.16","-27.98","-28.38"
"62",62,0,73,1994.695828,445895,330449.5,"0","72","1994.6686610","451235","335363.81","-22.88","91.06","-24.43","-22.47","91.09","-24.02","-27.82","-28.22"
"63",63,0,74,1994.722994,454065,336648.09,"0","73","1994.6958280","445895","330449.50","-22.61","92.86","-23.52","-22.19","92.89","-23.10","-27.68","-28.09"
"64",64,0,75,1994.75016,448385,332759.59,"0","74","1994.7229940","454065","336648.09","-23.36","95.47","-23.05","-22.94","95.51","-22.63","-27.76","-28.17"
"65",65,0,76,1994.777326,448257,331254.31,"0","75","1994.7501600","448385","332759.59","-23.53","91.11","-22.72","-23.10","91.15","-22.30","-27.72","-28.13"
"66",66,0,77,1994.804492,457823,337159.19,"0","76","1994.7773260","448257","331254.31","-22.20","91.82","-22.52","-21.76","91.86","-22.08","-27.52","-27.95"
"67",67,0,78,1994.831658,457520,337288.5,"0","77","1994.8044920","457823","337159.19","-20.50","91.94","-22.56","-20.06","91.96","-22.12","-27.33","-27.76"
"68",68,999,79,1994.858824,391912,291774.41,"0","78","1994.8316580","457520","337288.50","-22.10","94.24","-23.03","-21.66","94.27","-22.58","-27.33","-27.78"
"69",69,0,80,1994.885991,459199,334615.69,"999","79","1994.8588240","391912","291774.41","-21.13","100.25","-23.83","-20.68","100.28","-23.38","-27.50","-27.96"
"70",70,0,81,1994.913157,468761,340287.31,"0","80","1994.8859910","459199","334615.69","-26.03","95.14","-24.53","-25.57","95.17","-24.07","-27.45","-27.92"
"71",71,0,82,1994.940323,471880,341212,"0","81","1994.9131570","468761","340287.31","-27.96","91.67","-24.76","-27.49","91.70","-24.29","-26.87","-27.35"
"72",72,0,83,1994.967489,471457,340622.91,"0","82","1994.9403230","471880","341212.00","-23.47","90.49","-24.62","-23.00","90.51","-24.14","-25.92","-26.41"
"73",73,0,84,1994.994655,470979,339888.41,"0","83","1994.9674890","471457","340622.91","-22.49","91.91","-24.43","-22.01","91.92","-23.95","-24.97","-25.46"
"74",74,0,85,1995.021821,471026,340351.09,"0","84","1994.9946550","470979","339888.41","-23.93","95.12","-24.60","-23.44","95.12","-24.12","-24.47","-24.96"
"75",75,0,86,1995.048988,472017,341216.81,"0","85","1995.0218210","471026","340351.09","-24.74","93.96","-24.85","-24.25","93.98","-24.35","-24.12","-24.64"
"76",76,0,87,1995.076154,472139,341221.19,"0","86","1995.0489880","472017","341216.81","-26.12","90.75","-25.18","-25.62","90.75","-24.68","-23.99","-24.50"
"77",77,0,88,1995.10332,470527,340201.31,"0","87","1995.0761540","472139","341221.19","-22.89","91.79","-25.83","-22.39","91.77","-25.33","-24.27","-24.78"
"78",78,0,89,1995.130486,471748,341435.41,"0","88","1995.1033200","470527","340201.31","-26.78","89.27","-26.53","-26.27","89.25","-26.02","-24.66","-25.18"
"79",79,0,90,1995.157652,472356,340950.09,"0","89","1995.1304860","471748","341435.41","-30.93","88.72","-27.07","-30.41","88.70","-26.55","-24.94","-25.46"
"80",80,999,91,1995.184818,467602,339368.81,"0","90","1995.1576520","472356","340950.09","-27.86","88.51","-27.07","-27.34","88.50","-26.55","-24.70","-25.22"
"81",81,0,92,1995.211984,470810,339515.59,"999","91","1995.1848180","467602","339368.81","-25.27","96.69","-27.13","-24.74","96.67","-26.60","-24.49","-25.03"
"82",82,0,93,1995.239151,468364,338484.09,"0","92","1995.2119840","470810","339515.59","-23.32","92.19","-27.01","-22.78","92.14","-26.48","-24.09","-24.62"
"83",83,0,94,1995.266317,470886,340574.41,"0","93","1995.2391510","468364","338484.09","-28.77","88.06","-27.13","-28.23","88.04","-26.58","-23.86","-24.41"
"84",84,0,95,1995.293483,472233,341505.81,"0","94","1995.2663170","470886","340574.41","-27.47","87.24","-27.43","-26.92","87.22","-26.88","-23.80","-24.35"
"85",85,0,96,1995.320649,471438,340141.09,"0","95","1995.2934830","472233","341505.81","-26.96","87.20","-27.84","-26.40","87.17","-27.28","-23.82","-24.38"
"86",86,999,97,1995.347815,463421,338727.5,"0","96","1995.3206490","471438","340141.09","-29.11","85.23","-28.14","-28.55","85.21","-27.57","-23.76","-24.33"
"87",87,0,98,1995.374981,470371,339826.81,"999","97","1995.3478150","463421","338727.50","-30.26","89.04","-28.36","-29.69","89.04","-27.79","-23.69","-24.25"
"88",88,0,99,1995.402148,469037,338584.31,"0","98","1995.3749810","470371","339826.81","-30.83","82.11","-28.52","-30.25","82.08","-27.94","-23.65","-24.23"
"89",89,0,100,1995.429314,451851,327309.91,"0","99","1995.4021480","469037","338584.31","-28.48","81.28","-28.37","-27.89","81.26","-27.78","-23.45","-24.04"
"90",90,0,101,1995.45648,469251,340423.59,"0","100","1995.4293140","451851","327309.91","-25.24","83.11","-28.30","-24.64","83.11","-27.70","-23.53","-24.12"
"91",91,0,102,1995.483646,468432,341184.69,"0","101","1995.4564800","469251","340423.59","-27.76","81.96","-28.44","-27.16","81.95","-27.84","-24.03","-24.62"
"92",92,999,103,1995.510812,453752,336112.91,"0","102","1995.4836460","468432","341184.69","-30.55","80.87","-28.69","-29.95","80.85","-28.09","-24.86","-25.45"
"93",93,0,104,1995.537978,460522,337892.41,"999","103","1995.5108120","453752","336112.91","-32.02","86.13","-28.31","-31.41","86.11","-27.70","-25.26","-25.86"
"94",94,0,105,1995.565144,461910,339843.31,"0","104","1995.5379780","460522","337892.41","-31.76","81.97","-28.11","-31.14","81.96","-27.49","-26.01","-26.62"
"95",95,0,106,1995.592311,460038,339685.09,"0","105","1995.5651440","461910","339843.31","-27.95","81.05","-26.92","-27.32","81.06","-26.29","-25.90","-26.53"
"96",96,0,107,1995.619477,453423,335848.91,"0","106","1995.5923110","460038","339685.09","-25.43","80.33","-25.40","-24.80","80.34","-24.77","-25.55","-26.17"
"97",97,0,108,1995.646643,453238,335269.31,"0","107","1995.6194770","453423","335848.91","-22.51","83.20","-23.63","-21.86","83.22","-22.98","-24.91","-25.56"
"98",98,0,109,1995.673809,447019,331052,"0","108","1995.6466430","453238","335269.31","-22.93","83.17","-22.01","-22.28","83.18","-21.36","-24.38","-25.02"
"99",99,0,110,1995.700975,454617,336469.69,"0","109","1995.6738090","447019","331052.00","-21.86","83.16","-20.48","-21.20","83.18","-19.82","-23.78","-24.43"
"100",100,0,111,1995.728141,453562,336053.31,"0","110","1995.7009750","454617","336469.69","-17.63","83.75","-18.82","-16.97","83.79","-18.16","-22.87","-23.52"
"101",101,0,112,1995.755307,456662,336903.81,"0","111","1995.7281410","453562","336053.31","-12.17","84.39","-18.38","-11.50","84.44","-17.71","-22.92","-23.58"
"102",102,0,113,1995.782474,458007,337970.19,"0","112","1995.7553070","456662","336903.81","-17.21","85.49","-17.69","-16.54","85.52","-17.03","-22.47","-23.13"
"103",103,999,114,1995.80964,449583,334572.19,"0","113","1995.7824740","458007","337970.19","-19.02","86.32","-18.26","-18.35","86.35","-17.58","-22.99","-23.67"
"104",104,0,115,1995.836806,457508,334886,"999","114","1995.8096400","449583","334572.19","-20.82","88.72","-19.22","-20.14","88.76","-18.54","-23.68","-24.35"
"105",105,0,116,1995.863972,465355,340553.69,"0","115","1995.8368060","457508","334886.00","-21.56","82.66","-20.11","-20.87","82.68","-19.42","-24.06","-24.75"
"106",106,0,117,1995.891138,407831,298133.81,"0","116","1995.8639720","465355","340553.69","-21.80","82.67","-20.67","-21.11","82.69","-19.97","-23.96","-24.66"
"107",107,999,118,1995.918304,1339,NA,"0","117","1995.8911380","407831","298133.81","-19.06","82.25","-21.05","-18.36","82.25","-20.36","-23.59","-24.29"
"108",108,-23.96,NA,NA,NA,NA,"999","118","1995.9183040","1339","949.80","-34.75","74.20","-21.53","-33.50","74.22","-20.82","-23.25","-23.96"
"109",109,0,119,1995.945471,472181,341703.19,"0","119","1995.9454710","472181","341703.19","-23.26","81.41","-22.40","-22.55","81.43","-21.69","-23.32","-24.04"
"110",110,0,120,1995.972637,470088,339366.31,"0","120","1995.9726370","470088","339366.31","-19.53","79.81","-23.20","-18.81","79.83","-22.48","-23.37","-24.10"
"111",111,0,121,1995.999803,470640,338971.31,"0","121","1995.9998030","470640","338971.31","-24.21","80.18","-24.03","-23.49","80.18","-23.31","-23.54","-24.27"
"112",112,0,122,1996.026895,465272,335374.59,"0","122","1996.0268950","465272","335374.59","-26.43","80.18","-24.89","-25.70","80.18","-24.16","-23.84","-24.58"
"113",113,0,123,1996.053987,334044,240313.8,"0","123","1996.0539870","334044","240313.80","-26.84","80.58","-25.47","-26.10","80.57","-24.74","-23.97","-24.71"
"114",114,0,124,1996.081079,473749,342202.81,"0","124","1996.0810790","473749","342202.81","-27.93","80.82","-25.43","-27.19","80.78","-24.69","-23.57","-24.32"
"115",115,0,125,1996.108171,467687,337890.09,"0","125","1996.1081710","467687","337890.09","-23.79","82.97","-25.45","-23.03","82.95","-24.70","-23.29","-24.05"
"116",116,999,126,1996.135263,468409,339367.91,"999","126","1996.1352630","468409","339367.91","-23.79","87.37","-25.15","-23.03","87.34","-24.39","-22.73","-23.50"
"117",117,0,127,1996.162355,455513,328192.59,"0","127","1996.1623550","455513","328192.59","-23.23","82.78","-25.07","-22.46","82.73","-24.29","-22.39","-23.18"
"118",118,0,128,1996.189447,472559,341211.91,"0","128","1996.1894470","472559","341211.91","-26.41","84.00","-25.38","-25.63","83.95","-24.60","-22.45","-23.23"
"119",119,0,129,1996.216539,169225,120708.1,"0","129","1996.2165390","169225","120708.10","-24.01","83.45","-26.11","-23.22","83.43","-25.33","-22.88","-23.67"
"120",120,0,130,1996.243631,472099,341303.69,"0","130","1996.2436310","472099","341303.69","-24.22","86.36","-27.18","-23.43","86.28","-26.39","-23.61","-24.40"
"121",121,0,131,1996.270723,473865,341610.81,"0","131","1996.2707230","473865","341610.81","-30.70","84.77","-28.26","-29.91","84.70","-27.46","-24.32","-25.12"
"122",122,0,132,1996.297815,470960,339510.5,"0","132","1996.2978150","470960","339510.50","-31.53","82.25","-29.08","-30.73","82.18","-28.28","-24.77","-25.56"
"123",123,0,133,1996.324907,475359,342789.19,"0","133","1996.3249070","475359","342789.19","-31.53","82.93","-29.88","-30.72","82.88","-29.07","-25.21","-26.02"
"124",124,0,134,1996.351998,472764,341265.91,"0","134","1996.3519980","472764","341265.91","-29.86","84.94","-29.91","-29.05","84.89","-29.09","-24.95","-25.77"
"125",125,0,135,1996.37909,472258,340850.09,"0","135","1996.3790900","472258","340850.09","-29.93","82.70","-29.63","-29.11","82.64","-28.81","-24.50","-25.32"
"126",126,0,136,1996.406182,469866,340038,"0","136","1996.4061820","469866","340038.00","-27.93","82.99","-29.26","-27.10","82.96","-28.43","-24.11","-24.94"
"127",127,0,137,1996.433274,470677,340044.41,"0","137","1996.4332740","470677","340044.41","-28.79","82.45","-28.84","-27.95","82.42","-28.00","-23.86","-24.70"
"128",128,999,138,1996.460366,436810,320407.31,"999","138","1996.4603660","436810","320407.31","-28.64","82.28","-28.26","-27.80","82.25","-27.42","-23.68","-24.51"
"129",129,0,139,1996.487458,465648,339154.41,"0","139","1996.4874580","465648","339154.41","-29.95","81.58","-27.40","-29.10","81.55","-26.55","-23.42","-24.26"
"130",130,0,140,1996.51455,464692,338828.5,"0","140","1996.5145500","464692","338828.50","-27.62","80.92","-26.33","-26.76","80.93","-25.46","-23.14","-24.00"
"131",131,0,141,1996.541642,458537,336356.41,"0","141","1996.5416420","458537","336356.41","-24.93","81.85","-25.27","-24.06","81.85","-24.40","-23.06","-23.92"
"132",132,0,142,1996.568734,459492,337982.59,"0","142","1996.5687340","459492","337982.59","-21.17","83.01","-24.48","-20.30","82.99","-23.60","-23.36","-24.24"
"133",133,0,143,1996.595826,458344,337409.91,"0","143","1996.5958260","458344","337409.91","-22.95","81.62","-24.11","-22.07","81.65","-23.23","-24.16","-25.03"
"134",134,0,144,1996.622918,447096,330394.59,"0","144","1996.6229180","447096","330394.59","-25.00","82.80","-23.65","-24.11","82.85","-22.76","-24.84","-25.72"
"135",135,0,145,1996.65001,452173,335085.81,"0","145","1996.6500100","452173","335085.81","-24.74","84.32","-23.32","-23.85","84.35","-22.43","-25.58","-26.46"
"136",136,0,146,1996.677102,453645,336808.41,"0","146","1996.6771020","453645","336808.41","-26.09","85.58","-22.45","-25.19","85.60","-21.55","-25.61","-26.51"
"137",137,0,147,1996.704194,435502,323691.41,"0","147","1996.7041940","435502","323691.41","-19.93","85.43","-21.16","-19.03","85.46","-20.25","-25.03","-25.93"
"138",138,0,148,1996.731285,433351,322384.41,"0","148","1996.7312850","433351","322384.41","-17.44","88.18","-19.66","-16.51","88.23","-18.75","-24.00","-24.90"
"139",139,0,149,1996.758377,455099,337505.69,"0","149","1996.7583770","455099","337505.69","-17.09","85.34","-18.21","-16.17","85.40","-17.29","-22.74","-23.66"
"140",140,999,150,1996.785469,409487,307892.81,"999","150","1996.7854690","409487","307892.81","-16.72","86.97","-17.10","-15.80","87.02","-16.17","-21.56","-22.49"
"141",141,0,151,1996.812561,456892,338131.59,"0","151","1996.8125610","456892","338131.59","-16.29","86.48","-16.72","-15.36","86.53","-15.78","-20.87","-21.81"
"142",142,0,152,1996.839653,461995,340199.19,"0","152","1996.8396530","461995","340199.19","-12.63","87.54","-17.24","-11.69","87.59","-16.29","-20.87","-21.82"
"143",143,0,153,1996.866745,457727,337620.19,"0","153","1996.8667450","457727","337620.19","-16.06","88.95","-18.53","-15.11","88.98","-17.58","-21.50","-22.45"
"144",144,0,154,1996.893837,463451,340477.41,"0","154","1996.8938370","463451","340477.41","-22.31","86.16","-20.32","-21.35","86.21","-19.37","-22.52","-23.48"
"145",145,0,155,1996.920929,467128,340386,"0","155","1996.9209290","467128","340386.00","-22.55","85.09","-22.18","-21.60","85.13","-21.22","-23.57","-24.54"
"146",146,0,156,1996.948021,471084,341179.81,"0","156","1996.9480210","471084","341179.81","-23.52","84.11","-23.71","-22.56","84.13","-22.75","-24.31","-25.28"
"147",147,0,157,1996.975113,461283,332912.91,"0","157","1996.9751130","461283","332912.91","-28.74","86.58","-25.26","-27.78","86.56","-24.30","-25.12","-26.09"
"148",148,0,158,1997.002211,473838,341851.59,"0","158","1997.0022110","473838","341851.59","-27.95","86.25","-26.00","-26.98","86.24","-25.03","-25.21","-26.19"
"149",149,0,159,1997.029377,475272,342788.19,"0","159","1997.0293770","475272","342788.19","-24.53","86.19","-26.31","-23.55","86.22","-25.34","-24.97","-25.96"
"150",150,0,160,1997.056543,472492,341966.09,"0","160","1997.0565430","472492","341966.09","-26.86","86.94","-26.41","-25.87","86.96","-25.42","-24.62","-25.62"
"151",151,0,161,1997.083709,473826,342333.09,"0","161","1997.0837090","473826","342333.09","-26.28","85.92","-26.44","-25.29","85.89","-25.45","-24.30","-25.30"
"152",152,999,162,1997.110875,449796,327292.31,"999","162","1997.1108750","449796","327292.31","-26.37","87.30","-26.45","-25.37","87.26","-25.45","-24.01","-25.02"
"153",153,0,163,1997.138042,469984,340819.5,"0","163","1997.1380420","469984","340819.50","-27.25","85.54","-26.37","-26.25","85.50","-25.36","-23.68","-24.70"
"154",154,0,164,1997.165208,470289,340623.69,"0","164","1997.1652080","470289","340623.69","-26.29","86.92","-26.18","-25.28","86.88","-25.17","-23.25","-24.26"
"155",155,0,165,1997.192374,468058,338670.91,"0","165","1997.1923740","468058","338670.91","-26.19","90.54","-25.97","-25.16","90.48","-24.95","-22.77","-23.79"
"156",156,0,166,1997.21954,469795,339011.91,"0","166","1997.2195400","469795","339011.91","-25.14","88.55","-25.85","-24.12","88.50","-24.83","-22.35","-23.37"
"157",157,0,167,1997.246706,470494,340125.59,"0","167","1997.2467060","470494","340125.59","-24.31","88.12","-25.91","-23.28","88.06","-24.88","-22.06","-23.09"
"158",158,0,168,1997.273872,471096,339449.5,"0","168","1997.2738720","471096","339449.50","-26.03","87.71","-25.94","-24.99","87.64","-24.90","-21.71","-22.75"
"159",159,0,169,1997.301038,470621,338925.31,"0","169","1997.3010380","470621","338925.31","-28.94","85.11","-26.00","-27.90","85.02","-24.96","-21.40","-22.44"
"160",160,0,170,1997.328205,469816,338774,"0","170","1997.3282050","469816","338774.00","-26.15","85.39","-25.90","-25.10","85.33","-24.85","-20.95","-22.00"
"161",161,0,171,1997.355371,471155,340095.31,"0","171","1997.3553710","471155","340095.31","-22.70","85.56","-25.74","-21.64","85.57","-24.68","-20.51","-21.57"
"162",162,0,172,1997.382537,464429,335779.69,"0","172","1997.3825370","464429","335779.69","-26.81","87.64","-25.63","-25.74","87.62","-24.57","-20.25","-21.31"
"163",163,0,173,1997.409703,468929,338787.31,"0","173","1997.4097030","468929","338787.31","-25.09","89.48","-25.35","-24.02","89.44","-24.28","-19.98","-21.04"
"164",164,999,174,1997.436869,333340,242854.59,"999","174","1997.4368690","333340","242854.59","-26.19","92.17","-25.17","-25.13","92.14","-24.09","-19.99","-21.07"
"165",165,0,175,1997.464035,467537,339121.41,"0","175","1997.4640350","467537","339121.41","-28.88","90.08","-24.23","-27.80","90.06","-23.14","-19.47","-20.55"
"166",166,0,176,1997.491202,467470,339996,"0","176","1997.4912020","467470","339996.00","-24.06","93.70","-22.80","-22.96","93.72","-21.70","-18.67","-19.76"
"167",167,0,177,1997.518368,461504,338136.41,"0","177","1997.5183680","461504","338136.41","-20.51","94.46","-21.17","-19.40","94.48","-20.06","-17.87","-18.97"
"168",168,0,178,1997.545534,459395,337761.31,"0","178","1997.5455340","459395","337761.31","-16.30","95.25","-19.53","-15.19","95.28","-18.42","-17.23","-18.34"
"169",169,0,179,1997.5727,455057,335261.59,"0","179","1997.5727000","455057","335261.59","-17.87","95.12","-17.94","-16.76","95.16","-16.82","-16.75","-17.87"
"170",170,999,180,1997.599866,407634,306052.69,"999","180","1997.5998660","407634","306052.69","-16.60","101.08","-16.28","-15.48","101.11","-15.16","-16.26","-17.37"
